text,acq,alum,barley,bop,carcass,castor-oil,cocoa,coconut,coconut-oil,coffee,copper,copra-cake,corn,cotton,cotton-oil,cpi,cpu,crude,dfl,dlr,dmk,earn,fuel,gas,gnp,gold,grain,groundnut,groundnut-oil,heat,hog,housing,income,instal-debt,interest,ipi,iron-steel,jet,jobs,l-cattle,lead,lei,lin-oil,livestock,lumber,meal-feed,money-fx,money-supply,naphtha,nat-gas,nickel,nkr,nzdlr,oat,oilseed,orange,palladium,palm-oil,palmkernel,pet-chem,platinum,potato,propane,rand,rape-oil,rapeseed,reserves,retail,rice,rubber,rye,ship,silver,sorghum,soy-meal,soy-oil,soybean,strategic-metal,sugar,sun-meal,sun-oil,sunseed,tea,tin,trade,veg-oil,wheat,wpi,yen,zinc
"USDA TO CONDUCT SURVEY FOR AVIAN INFLUENZA. U.S. Agriculture Department animal health officials are conducting a national survey of live-bird markets and auctions to check for signs of avian influenza, an infectious viral disease of poultry, the department said. The survey will locate poultry dealers and live-bird markets that sell live birds directly to the consumer and once the dealers and markets are identified, there will be tests to determine any past or present exposure to avian influenza viruses, it said. In 1983-84, an outbreak of avian influenza in Pennsylvania, Maryland, Virginia and New Jersey cost taxpayers 65 mln dlrs to control and required the destruction of more than 17 mln birds, it said. The survey is expected to be completed by April 15. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUSTRALIA ATTACKS U.S. GATT FARM RULES EXEMPTION. Australia accused the U.S. of increasing protectionism on agricultural products and called for an end to Washington's special 32-year exemption from certain GATT rules on agricultural trade. Robert Arnott, Australia's delegate to the General Agreement on Tariffs and Trade (GATT), made the appeal at a special annual meeting which reviews the 1955 U.S. waiver. ""Australia today said the United States' goals of reducing U.S. barriers to agricultural trade were being contradicted by actions which in fact increased protection in trade in agriculture,"" the Australian delegation said in a statement. ""The United States section 22 waiver is one of the basic flaws in the GATT coverage of agriculture,"" Arnott told the meeting. Arnott said the waiver had continually been used as a justification for ""dubious protective measures"" by the U.S. He listed a recent Dairy Export Incentive Program and steps to close the U.S. sugar market to imports. He also told Reuters the waiver allowed Washington to impose quotas on imports of farm products where it had domestic support programs. This covered imports of dairy products, peanuts, cotton and sugar. Asked to comment, Michael Samuels, U.S. ambassador to the GATT, told Reuters: ""These charges have been made since the very beginning. The waiver is part of domestic U.S. agricultural policy, part of our law when we joined the GATT"". ""We have agreed to put the waiver on the table during the Uruguay Round and invite other countries to do the same with their programs. We can negotiate them all,"" Samuels added. Ninety-two nations are taking part in the four-year Uruguay round of talks launched in Punta del Este last September. Bargaining in agricultural goods and services (banking, tourism, insurance) is included for the first time as well as manufactured goods. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"ANALYSTS SAY USSR MAY PREFER NEW CROP U.S. WHEAT. The Soviet Union would likely be more interested in purchasing new crop wheat than in booking any grain for immediate shipment if offered a subsidy on U.S. wheat, an executive with a major grain export company said. Lower prices and the desire to delay any big purchases until the condition of winter and spring crops is better known make new crop wheat more attractive, said George Hoffman, director of commodity analysis for The Pillsbury Company. ""Pillsbury is assuming that they (Soviets) will be offered a subsidy and that it will be a subsidy that they can respond to,"" Hoffman told Reuters in an interview at an agribusiness education conference here. But if there are too many constraints placed on a subsidy offer, the USSR will take less than an anticipated four mln tonnes, he said. Hoffman said Pillsbury's internal statistics put Soviet Union wheat purchases at only two mln tonnes under a subsidy offer. However, if a subsidy is offered at competitive levels, Moscow would likely buy more, he said. ""If we give the Soviets the same deal as the Chinese, I expect they'll take it,"" said Vernon McMinimy, director of commodity research for A.E. Staley Manufacturing Co. McMinimy told Reuters spring weather and its impact on crops will determine how much wheat Moscow would buy under a subsidy offer. Soviet winter crops did not get off to a good start because of a dry autumn last year, and because of the severe winter ""they probably have had more damage due to winter weather than normal,"" McMinimy said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"U.S. COULD COMPLAIN TO GATT ON CANADA CORN DUTY. U.S. Trade Representative Clayton Yeutter suggested the U.S. could file a formal complaint with the General Agreement on Tariffs and Trade (GATT) challenging Canada's decision to impose duties on U.S. corn imports. Asked about the Canadian government decision to apply a duty of 84.9 cents per bushel on U.S. corn shipments, Yeutter said the U.S. could file a formal complaint with GATT under the dispute settlement procedures of the subsidies code. Other U.S. options would be to appeal the decision in Canadian courts, or to retaliate against Canadian goods, a lower-level U.S. trade official said. However, retaliation is an unlikely step, at least initially, that official said. No decision on U.S. action is expected at least until after documents on the ruling are received here later this week. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAKISTAN TO TENDER FOR RBD PALM OIL. Pakistan will hold an import tender tomorrow for 6,000 tonnes of refined bleached deodorised palm oil for second half March shipments, traders said. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NY TRADERS EXPECT CHINA TO STEP UP SUGAR BUYING. Trade house sources said China is expected to step up its sugar purchases following yesterday's steep drop in world sugar prices. The consensus is that the Chinese will buy between 200,000 and 400,000 tonnes of raw sugar. ""China is short of foreign exchange and a drop in prices is usually taken as a buying opportunity by Peking,"" one trader said. Yesterday, prices on the New York world sugar market plummeted by 0.58 to 0.50 cent on heavy liquidation by speculators, disenchanted over the market's lack of rallying power. Speculation is that China will need the sugar for the May/July period. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"KANSAS EXCHANGE HITS CFTC POSITION LIMIT PLAN. The Kansas City Board of Trade, KCBT, has asked federal futures regulators to modify a proposal to raise the Chicago Board of Trade's, CBT, speculative position limits on wheat futures contracts, saying the plan would put the the Kansas exchange ""at a serious competitive disadvantage."" The Commodity Futures Trading Commission, CFTC, last month proposed raising CBT wheat speculative limits to 1,200 contracts all months net from 600 contracts, and to 900 contracts for any single month from 600 contracts. At the same time, CFTC proposed leaving KCBT's wheat speculative position limits unchanged. ""Higher limits for CBT wheat than for KCBT wheat would significantly impair the KCBT's ability to compete with the CBT for speculative interest,"" Michael Braude, president of the Kansas exchange, said in a letter to CFTC. A CFTC spokesman said the commission took into account open interest affected by existing speculative limits in proposing to raise CBT's limits. KCBT said the CFTC proposal would reduce hedging efficiency, constrain growth of intermarket spreading and of the exchange's wheat options contract and impair its ability to attract large speculators. The Kansas City exchange asked the commission to amend its proposal to change the limits for KCBT wheat to the exact same bushel amount as specified for CBT wheat. CFTC will consider public comments on the proposal until June 3. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"EC COLD AID FOOD SCHEME MAY BE MADE PERMANENT. Emergency action to distribute European Community (EC) food surpluses to the poor has proved so successful that the EC executive Commission may propose a permanent scheme, a Commission spokesman said. Almost 60,000 tonnes of food was taken out of EC stores between January 20, when Agriculture Ministers approved the scheme, and March 13, according to latest commission figures. The food, including 30,000 tonnes of cereals, 6,000 tonnes of sugar, 4,000 tonnes of beef and 13,300 tonnes of butter, has been distributed to the needy through charities. The present scheme was approved as an emergency measure to help poor people affected by this year's unusually cold winter and will end on March 31. But the spokesman said the commission will consider whether to propose it be replaced by an all-year-round system. The commission estimates that up to March 13 the temporary scheme cost between 63 and 68 mln European currency units (72/78 mln dlrs). This is above the 50 mln Ecu (57 mln dlr) ceiling originally envisaged by the Ministers. However, commission sources said the real cost was small if account is taken of the expense of keeping food in store until its quality and value deteriorates. On the other hand, the impact of the temporary scheme on EC food surpluses has been slight. EC surplus food stocks at January 31 included 1.28 mln tonnes of butter, 520,000 tonnes of beef and over 10 mln tonnes of cereals. Reuter ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SRI LANKAN GOVERNMENT TO STOP IMPORTING SUGAR. The Food Department will no longer import sugar from April 1, senior officials of the Food and Cooperatives Ministry and the Department told Reuters. They said the decision was taken after the Sugar Importers Association asked that the sugar trade be further liberalised. ""The Food Department will cease trading in sugar and will no longer hold a buffer stock,"" a senior official said. He said the government has finalised an agreement with E.D.F.Man (Sugar) Ltd under which E.D.F.Man will hold a buffer stock on the government's behalf of 20,000 tonnes, against the 45,000 tonne buffer stock usually held by the Department. Officials said the size of the buffer stock has been reduced because the private sector will hold its own stocks. The agreement with E.D.F. Man includes details such as trigger pricing mechanisms, they said. Four months ago the Department allowed the private sector to import sugar without government clearance. The Department and the private sector each imported around 115,000 tonnes of sugar last year, when national consumption was 280,000 tonnes. An Importers Association official said that ""even if the Department no longer imports sugar, we would not necessarily buy more."" This is because the Association would still have to compete with the Cooperatives Wholesale Establishment (CWE), he said. The CWE is a semi-government body and the official said arrangements are being made for state cooperatives and holders of food subsidy stamps to draw their sugar from it, starting April 1. Ministry officials said the CWE can either import sugar or buy it from a local bonded warehousing scheme run by E.D.F. For the past two years. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ROTTERDAM GRAIN HANDLER SAYS PORT BALANCE ROSE. Graan Elevator Mij said its balance in port of grains, oilseeds and derivatives rose to 136,000 tonnes on March 7 from 31,000 a week earlier, after arrivals of 523,000 tonnes and discharges of 418,000 tonnes last week. The balance comprised 38,000 tonnes of grains and oilseeds and 98,000 tonnes of derivatives. This week's estimated arrivals total 194,000 tonnes, of which 45,000 are grains/oilseeds and 149,000 derivatives. The figures cover around 95 pct of Rotterdam traffic in the products concerned. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U.S. SUGAR QUOTA MAY BE EASED, CONGRESSMAN SAYS. The United States may soon ease its 1987 sugar import quota of one mln short tons by bringing forward to the third quarter some shipments scheduled for the fourth quarter of 1987, Jerry Huckaby, a leading Congressman representing sugar growers told Reuters in an interview. Huckaby, a Louisiana Democrat and chairman of the House subcommittee which deals with the sugar program, indicated the easing of the quota might be a way to calm the concern about the impact of the severe cut in U.S. sugar imports this year. ""With imports coming down from 1.8 mln (last year) to one mln, there is legitimate concern about the impacts on Caribbean countries and the Philippines,"" Huckaby said. By bringing forward to the third quarter some imports, the quota would effectively be eased by about 250,000 tons. Huckaby said by simply bringing forward to the third quarter of the year sugar imports scheduled for the September to December period ""we could get away without having to increase the quota."" He noted that some in the sugar industry believe an increase in the quota is justified. Earlier this month, representatives of U.S. cane sugar refiners met with U.S. Agriculture Department officials to request a quota increase of at least 200,000 tons. The refiners said the increase is needed because the quota is so restrictive there could be some spot shortages of sugar in the U.S later this year, a refiner spokesman said. However, the official slaid the USDA replied only that it would consider the request. Following the refiners' request, representatives of the Florida sugarcane producers met with USDA to express opposition to any quota expansion, industry sources said. The statement by Huckaby, who as a representative from a sugar growing district in Louisiana is a leading architect of the current sugar program, indicates at least some grower officials are concerned enough to support an easing of the import quota, industry officials said. Any final decision on easing the quota must be made by the Reagan administration's interagency sugar policy group. Asked about possible quota changes, A USDA official said ""As far as I know, changing the quota volume or the quota year is not under active consideration."" Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"INDIA BOUGHT AT LEAST EIGHT CARGOES SUGAR--TRADE. India bought eight cargoes of white sugar at a buying tender this week but also gave sellers options to sell an extra eight cargoes at the same prices, traders said. Four international firms shared the business which gave each of them sales of two cargoes of Mar/Apr shipment sugar at 233 dlrs CIF and options on two cargoes of Apr/May. This brings recent options India has given traders to some 200,000 tonnes at fixed prices and makes future Indian purchases very dependent on price fluctuations, traders said. At 233 dlrs CIF the sugar sold this week was at a discount of up to 10 dlrs to current prices, some traders said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ONE OFFER FOR SRW WHEAT ON CALL SESSION, NO MILO. One offer but no bid was posted for SRW wheat on the call session at the St Louis Merchants Exchange today. There were no bids or offers for milo. June 15-July 15 bill of lading for wheat was offered at 17 over July, no comparison, no bid. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"JAPAN JOINING INTERNATIONAL COCOA AGREEMENT. Japan is in the process of joining the International Cocoa Organisation (ICCO), which will bring the number of members in the body to 36, ICCO officials said. Japan is completing constitutional procedures necessary to its accession to the ICCO and is expected to become an importing member in three to four months, they said. REUTER ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANALYSTS APPLAUD CSR'S BOLD MOVE TO SELL DELHI. CSR Ltd <CSRA.S> has made a bold move in selling its oil and gas interests for almost a billion dlrs and ploughing 150 mln into its traditional sugar business, share analysts said. ""It sounds like a good deal,"" Stuart McKibbin of <A.C. Goode and Co> told Reuters. CSR said it had dropped plans to float its oil and gas interests held in the <Delhi Australia Fund> and would instead sell it to Exxon Corp <XON> unit <Esso Exploration and Production Australia Inc> for 985 mln dlrs. In a twin announcement CSR, already Australia's largest sugar refiner, made a 2.20 dlr a share bid for the 70 pct it does not already hold in <Pioneer Sugar Mills Ltd>. ""This will be a big shock to the market, which was under the impression that CSR was well down the road to floating Delhi,"" McKibbin said. A float of part of Delhi would have raised between 200 and 300 mln dlrs, but in opting to sell outright, CSR had given itself the cash to practically eliminate its debt and embark on an ambitious expansion programme in its best-performing divisions of sugar and building products, analysts said. CSR not only gets the 985 mln dlrs but also has the right to share equally with Esso any higher returns resulting from an oil price over 20 U.S. Dlrs a barrel in the next two years. Delhi is one of Australia's largest onshore oil producers yielding about six mln barrels a year from the Cooper Basin. Analysts said the deal could net CSR as much as three mln dlrs for every dollar rise in the oil price above 20 dlrs. Neale Goldston-Morris of Sydney broker <Bain and Co Ltd> said the move out of Delhi and investment in the sugar industry was a sensible one but added that it represented the loss of Australian-owned assets to a foreign company. ""The farm they bought back a few years ago is being sold back to the Americans,"" Goldston-Morris said. The Pioneer Sugar investment would make CSR by far the largest player in Australia's 850 mln dlr a year sugar industry and would give it access to some of the best sugar properties and mills in the country, analysts said. They said Pioneer Sugar was expected to recommend acceptance of the bid through which CSR would benefit from the bottom out of a cyclical downturn in sugar prices. Sugar prices are forecast to rise to 340 dlrs a tonne next season from an estimated 270 dlrs this year, they said. Selling Delhi meant CSR has finally quit a damaging investment, made in 1981, which has dragged down the company's overall performance, analysts said. CSR last year wrote off more than 550 mln dlrs in losses on what had been a 591 mln U.S. Dlr investment financed entirely from U.S. Dollar debt, they said. ""It was a bad investment for them. They financed it entirely with debt, the currency collapsed on them and then the oil price collapsed on them,"" Owen Evans of Sydney broker <Meares and Philips Ltd> said. Esso not only picked up Delhi's oil and gas output but also gained as much as 300 mln dlrs in transferable tax losses accumulated in exploration allowances and other concessions. Analysts said Esso also gained its first real onshore stake in Australia in its first major diversification from the 50/50 Bass Strait partnership with The Broken Hill Pty Co Ltd <BRKN.S>. ""Esso has been very keen to diversify from the Gippsland Basin. They haven't found too much oil in Bass Strait lately and Esso needed a large pool of ongoing production,"" Goldston-Morris said. REUTER ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HUNGARIAN 1987 SUGAR BEET AREA LITTLE CHANGED. Hungary is to grow sugar beet on 105,000 hectares of land this year compared with some 95,000 in 1986, the official MTI news agency said. Diplomats said this reflected Hungary's policy of keeping the sugar beet area stable under the current five-year plan (1985-89) and producing enough to cover only domestic demand despite the recent rise of world prices to 10 month highs. Drought cut the 1986 harvest to 3.58 mln tonnes from 4.07 mln in 1985. But a record yield of 130 kilos per tonne of beet kept production at 454,000 tonnes, with 30,000 extra refined in Yugoslavia from Hungarian beet. Output was 483,000 in 1985. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRAIN SHIPS WAITING AT NEW ORLEANS. Ten grain ships were loading and 18 were waiting to load at New Orleans elevators, trade sources said. ELEVATOR LOADING WAITING Continental Grain, Westwego 1 3 Mississippi River, Myrtle Grove 2 0 ADM Growmark 1 4 Bunge Grain, Destrehan 1 0 ELEVATOR LOADING WAITING ST CHARLES DESTREHAN 1 3 RESERVE ELEVATOR CORP 0 1 PEAVEY CO, ST ELMO 1 2 CARGILL GRAIN, TERRE HAUTE 1 4 CARGILL GRAIN, PORT ALLEN 1 0 ZEN-NOH 1 1 reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U.S. WEEKLY SOYBEAN CRUSH 21,782,929 BUSHELS. Reporting members of the National Soybean Processors Association (NSPA) crushed 21,782,929 bushels of soybeans in the week ended Feb 25 compared with 22,345,718 bushels in the previous week and 16,568,000 in the year-ago week, the association said. It said total crushing capacity for members was 25,873,904 bushels vs 25,873,904 last week and 25,459,238 bushels last year. NSPA also said U.S. soybean meal exports in the week were 117,866 tonnes vs 121,168 tonnes a week ago and compared with 84,250 tonnes in the year-ago week. NSPA said the figures include only NSPA member firms. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"COCONUT OIL CONTRACT TO CHANGE - DUTCH TRADERS. Contract terms for trade in coconut oil are to be changed from long tons to tonnes with effect from the Aug/Sep contract onwards, Dutch vegetable oil traders said. Operators have already started to take account of the expected change and reported at least one trade in tonnes for Aug/Sept shipment yesterday. The Federation of Oils Seeds and Fats Associations, FOSFA, in London said it had previously advised traders to adopt the metric system for coconut oil transactions to bring the commodity into line with other vegetable oils. REUTER ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"IBC CLOSES EXPORT REGISTRATIONS - IBC OFFICIAL. The Brazilian Coffee Institute (IBC) confirmed having closed May export registrations, effective April 6. On Friday night exporters said they had heard of the closure from IBC officials, but the officials could not at the time be reached for confirmation. REUTER ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHINA BUYS MALAYSIAN RBD PALM STEARINE. China bought 6,000 tonnes of Malaysian refined bleached deodorised palm stearine today for May shipment at prices equivalent to around 270 to 275 dlrs per tonne fob, traders said. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAIWAN BUYS 462,000 TONNES OF U.S. MAIZE. The joint committee of Taiwan's maize importers awarded contracts to five U.S. Companies to supply a total of 462,000 tonnes of maize for delivery between May 10 and October 10, a committee spokesman said. Cigra Inc won a contract for a cargo of 56,000 tonnes, priced at 79.41 U.S. Dlrs per tonne fob pacific northwest port, for delivery on July 5 and 20. Continental Grain Co of New York received three shipments, totalling 143,000 tonnes, price ranging from 90.95 to 95.75 U.S. Dlrs per tonne c and f Taiwan for delivery between May 10 and October 10. Cargill Inc of Minnesota took two shipments, totalling 83,000 tonnes priced between 92.00 and 92.93 U.S. Dlrs per tonne c and f Taiwan for September 5-20/September 10-25 delivery. United Grain Corp of Oregon won three contracts to supply 93,000 tonnes priced from 92.32 to 93.19 U.S. Dlrs per tonne c and f Taiwan for delivery between May 10 and July 30. Garnac Grain Co Inc of New Jersey received two shipments, totalling 87,000 tonnes at 88.90 to 92.29 U.S dlrs c and f Taiwan for delivery between July 10 and August 10. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UK INTERVENTION BD SAYS EC SOLD 60,500 TONNES WHITE SUGAR AT REBATE 44.819 ECUS.. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"U.S. MEAT GROUP TO FILE TRADE COMPLAINTS. The American Meat Institute, AME, said it intended to ask the U.S. government to retaliate against a European Community meat inspection requirement. AME President C. Manly Molpus also said the industry would file a petition challenging Korea's ban of U.S. meat products. Molpus told a Senate Agriculture subcommittee that AME and other livestock and farm groups intended to file a petition under Section 301 of the General Agreement on Tariffs and Trade against an EC directive that, effective April 30, will require U.S. meat processing plants to comply fully with EC standards. Reuter ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INDONESIA UNLIKELY TO IMPORT PHILIPPINES COPRA. Indonesia is unlikely to import copra from the Philippines in 1987 after importing 30,000 tonnes in 1986, the U.S. Embassy's annual agriculture report said. The report said the 31 pct devaluation of the Indonesian rupiah, an increase in import duties on copra and increases in the price of Philippines copra have reduced the margin between prices in the two countries. Indonesia's copra production is forecast at 1.32 mln tonnes in calendar 1987, up from 1.30 mln tonnes in 1986. REUTER ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
